en,ko
I don't speak to Tom.,나는 톰에게 말하지 않았다.
That's where I live.,그곳에 내가 살고 있다.
The road turns left there.,그 길은 그곳에서 좌회전한다.
Has the snow already melted?,눈이 이미 녹았어?
Try hard.,열심히 해.
Tom said he's hungry.,톰은 자기가 배고프대.
Stop being stupid.,바보 같은 짓 좀 그만해.
I do not watch television.,나는 텔레비전을 보지 않는다.
Welcome back.,어서 와.
"You told Tom, right?","톰한테 말했지, 그치?"
Tom didn't believe Mary.,톰은 메리를 믿지 않는다.
A cute girl caught Tom's eye.,귀여운 여자애가 톰의 눈길을 사로잡았어.
His speech impressed us very much.,그의 연설은 우리를 매우 감동시켰다.
I'm disorganized.,나는 체계적이지 못하다.
I used to do that every day.,난 그걸 매일 했었어.
Stop smoking.,담배 피지 마.
You can't keep this a secret.,너는 이걸 비밀로 할 수는 없어.
That wasn't the case.,사실은 그렇지 않았다.
It's 7:45.,지금 7시 45분이야
Tom is lonely and unhappy.,톰은 외롭고 불행해.
Tom also learns French.,톰도 프랑스어 배워.
Tom will find out sooner or later.,톰은 곧 알거에요.
Tom sat alone.,톰은 혼자서 앉아 있었다.
The ice is thick enough to walk on.,얼음이 걸어도 될만큼 두꺼워.
Tom has been trying to help Mary.,톰은 메리를 도우려고 애써왔다.
I really feel sorry for Tom.,나는 톰한테 너무 미안해.
Leave now.,당장 떠나.
Tell me what you said to Tom.,네가 톰한테 뭐라고 말했는지 알려줘.
The plane took off from Boston at 2:30.,비행기는 오후 2시 30분에 보스턴을 떠났다.
Tom came too early because of a misunderstanding.,톰은 오해 때문에 너무 일찍 왔어.
That's a good start.,시작이 좋아.
Do you have your passport?,여권 있어?
Is that our problem?,그게 우리 문제인가요?
How often did you go swimming last summer?,작년 여름에 몇 번이나 수영을 하러 갔었습니까?
Is there anything that you want to tell me?,뭔가 하고 싶은 얘기 없어?
I tried to act appropriately.,난 적절하게 처신하려고 노력했어.
No one laughed.,아무도 웃지 않았다.
Tom was probably pondering something.,톰은 아마 뭔가를 곰곰히 생각하고 있었을 거야.
You should've done that with us.,우리랑 같이 했어야지.
This is a catastrophe.,이것은 재앙이다.
I played golf.,나는 골프를 쳤다.
Tom talks to his mother more often than he talks to his father.,톰은 아버지보다 어머니와 대화를 더 자주 한다.
Do I look desperate to you?,내가 절박해 보이냐?
The food isn't very good here.,여기 음식은 별로 좋지 않다.
Dreams do come true.,꿈은 이루어질 거야.
I heard it on the news today.,오늘 그 소식을 뉴스로 들었다.
Would you like to go with me?,나와 함께가지 않을래?
I have no regrets.,나는 후회가 전혀 없다.
Why do you walk when you have a car?,차가 있으면서 왜 걸어다니십니까?
I met Tom after work.,난 퇴근 후 톰을 만났다.
I could write Tom a note if you want me to.,네가 원한다면 톰에게 쪽지를 써줄 수 있어.
Women like men with mustaches.,여성은 수염이 있는 남성을 좋아해.
Many people think I'm crazy.,많은 사람들은 내가 미쳤다고 생각한다.
Living abroad is the best way to learn a foreign language.,해외에서 사는 것은 외국어를 배우기에 최선의 방법이다.
Tom was sitting in the garden.,톰은 정원에 앉아 있었어.
I don't think this is a fake.,이게 가짜같진 않은데.
We ran after the cat.,우리는 고양이를 쫓아갔다.
You are late.,너 늦었어.
I couldn't come to the birthday party.,난 생일 파티에 못 갔어.
English has become an international language.,영어는 국제적인 언어가 되어 왔다.
"Unfortunately, no one told us.",애석하게도 우리한테 그걸 말해준 사람이 없었어.
A thousand meters is one kilometer.,1000 메터는 1 키로메터다
What are your plans for next weekend?,이번 주말에 계획 있어?
The fact that Tom didn't do that can't be denied.,톰이 그걸 안 했다는 사실은 부인할 수 없는 사실이야.
My grandfather cannot walk without a walking stick.,우리 할아버지는 지팡이 없이는 걸을 수 없다.
I'm beautiful.,나는 아름답다.
I can't walk fast.,난 빠르게 걸을 수 없어.
Twenty police have arrived on the scene.,그 현장에 경찰 스무 명이 도착했다.
She fell down the ladder.,그녀는 사다리에서 넘어졌다.
Software is constantly evolving.,소프트웨어는 끊임없이 진화하고 있어.
I texted Tom back.,난 톰한테 답장했어.
I'd like a wake-up call at six tomorrow morning.,내일 아침 6시에 모닝콜 부탁합니다.
The venom of most spiders is harmless to humans.,대부분의 거미에 있는 독은 인간에게 무해해.
Here comes our teacher.,우리 선생님 여기 오신다.
Let us know what you decide.,네가 결정한 걸 알려줘 봐.
I want to be able to play the violin as well as Tom.,톰처럼 바이올린을 연주할 수 있으면 좋겠어.
Do you know this song?,이 노래 알아?
It's very hot here.,여기 정말 더워졌다.
I don't sleep a lot.,나는 많이 자지 않아요.
Who's the person who was just speaking to you?,너한테 막 말 걸던 사람 누구야?
"Strictly speaking, Chinese consists of hundreds of dialects.","엄밀히 말하자면, 중국어는 수백 개의 방언들로 구성되어 있어."
I'm sorry for calling so late. I just wanted to hear your voice.,이런 늦은 시간에 미안해. 목소리 듣고 싶어서 전화를 걸어버렸네.
I don't care what you thought.,네가 생각한 바에 난 개의치 않는다.
Tom wants to learn how to play the piano.,톰은 피아노 치는 법을 배우고 싶어해.
I don't know how to pronounce his name.,나는 그의 이름을 어떻게 발음해야 하는지 모른다.
They are eating just now.,그 사람들은 막 바로 먹고 있어.
I'm a little old-fashioned.,난 좀 촌스러워.
We've been worried.,계속 걱정했어.
Tom used Mary's computer.,톰은 메리의 컴퓨터를 썼어.
I know Tom is a lazy kid.,난 톰이 게으른 애라는 걸 알고 있어.
Tom suffers from headaches.,톰은 두통에 시달리고 있어.
People are afraid of change.,사람들은 변화를 두려워한다.
Please drive slowly.,천천히 운전하세요.
We need to learn to live with what we have.,우리는 우리가 가진것을 가지고 사는 법을 배울 필요가 있다.
Watch carefully.,잘 봐.
Tom doesn't want to be disappointed.,톰은 실망하고싶지 않아해.
I found this under your bed.,네 침대 밑에서 이걸 찾았다.
I need to finish it.,나는 이걸 끝내야 해.
Tom knows my number.,톰은 내 전화번호를 안다.
The water flows under the bridge.,물은 다리 밑으로 흐르고 있어.
I sometimes use scissors as a can opener.,나는 가끔 가위를 통조림따개로 쓴다.
Is that okay?,괜찮은 거예요?
He plays beach volleyball.,그는 비치발리볼을 했다.
Smoking stinks.,담배 냄새 나.
I knew I would win.,내가 이길 거라는 걸 알고 있었어.
The question is who is going to tell him.,문제는 누가 그에게 말할 것이냐다.
Of course!,물론이지!
Nothing seems to grow in this soil.,이 흙에서는 아무것도 자라지 않는 것으로 보인다.
The cat meowed.,고양이가 야옹하고 울었어.
She went to the hospital yesterday.,그녀는 어제 병원에 갔다.
Who drew it?,누가 그를 그렸습니까?
The bag is full.,가방이 꽉 찼습니다.
It wasn't Tom who talked to me.,나와 얘기한 사람은 톰이 아니었다.
The water is really cold.,물이 정말 차가워.
Tom says he doesn't feel like playing tennis today.,톰은 오늘 테니스를 칠 기분이 아니라고 말했다.
Tom has a guitar that was made in Korea.,톰은 한국에서 만들어진 기타를 가지고 있다.
Times have changed.,시간이 흘렀다.
Culture destroys language.,문화가 언어를 망친다.
Tom wants to play a game.,톰은 게임 하는 것을 원한다.
Do you hear me?,제 말이 들리세요?
I saw him crossing the street.,그가 거리를 건너는 것을 보았다.
I wish I had more money.,돈이 더 많으면 좋겠다.
"If I tell the truth, I'll be killed.",내가 만약 진실을 말하면 난 살해 당할 거야.
Tell me where you're going.,어디가는지 말해줘.
Everybody here except me has done that.,나 빼고 여기에 있는 사람 모두 그것을 했다. (한 적이 있다.)
Keep away.,물러서.
She has no sense of beauty.,그녀는 미적 감각이 전혀 없다.
I'm sorry that I cried.,내가 울어서 미안해.
Tom works for a tech company.,톰은 기술 회사에 일하고 있어.
"It's a ridiculous question, really.",참으로 어이없는 질문이네.
Tom is a pretty good tennis player.,톰은 테니스 꽤 잘해.
Come aboard.,탑승하세요.
"If walls could talk, what stories would they tell us?","만약 벽이 말을 할 수 있다면, 그 벽이 어떤 이야기를 하게 될까?"
This grocery store only sells organic food.,이 식료품점은 유기농 식품만을 팔고 있다.
I often read books.,저는 자주 책을 읽습니다.
Think about what you did.,네가 한 것에 대해 생각해 봐.
Am I talking too much?,내가 너무 말을 많이 하고 있어?
"If you're going to smoke, smoke over there.","담배를 피울 거면, 저리 가서 피워."
I heard that both Tom and Mary have been fired.,나는 톰과 메리 둘 다 해고당했다는 소식을 들었다.
You should study French.,넌 프랑스어를 공부해야 할 것 같아.
Help me!,도와줘!
Tom is a pioneer in this field.,톰은 이 분야의 개척자야.
He was born in Africa.,그는 아프리카에서 태어났다.
Tom thinks that Mary won't need to do that.,톰은 메리가 그럴 필요가 없다고 생각한다.
Walk slowly.,천천히 걸어.
Turn right.,우회전해.
We'll never get to Boston before dark.,우린 어두워지기 전에 보스턴에 다다르지 못할 거야.
I wanted Tom to be more careful.,난 톰이 좀 더 신중하길 원했어.
"Hurry up, or you'll be late for school.","서둘러, 그렇지 않으면 학교에 지각할 거야."
Are you involved?,당신도 연루되었습니까?
Tom complained.,톰은 항의했다.
Love hurts.,사랑은 아프다.
She's a trainee.,그녀는 연습생이다.
Her nails are red.,그 사람의 손톱은 빨간색이야.
I can't stand Mary's boyfriend.,난 메리의 남자친구를 참을 수가 없어.
"You're not really worried, are you?",진짜로 걱정 안 하지?
Tom and I meet every Monday.,나랑 톰은 월요일마다 만나.
I'd like to see him tomorrow afternoon.,나는 내일 오후 그를 만나고 싶다.
It's lunch time.,점심 시간이다.
Tom is taking a rest.,톰은 쉬고 있다.
I have no idea what Tom's plan is.,나는 톰이 무슨 꿍꿍이인지 짐작도 안 간다.
Calm down.,진정해.
"If it were not for water, human life would be impossible.",물이 없었다면 인류의 생존은 가능하지 않았을 겁니다.
I want Tom to show you how to do that.,난 톰이 너한테 하는 방법을 알려줬으면 좋겠어.
I want to be happy.,나는 행복해지고 싶어.
Let's sing the song in English.,그 노래를 영어로 불러 봅시다.
"By the way, have you ever been to Hokkaido?","그나저나, 너 홋카이도에 가본 적 있어?"
I don't watch television.,나는 텔레비전을 보지 않는다.
I know what you are thinking.,당신이 무슨 생각을 하고 있는지 알고 있다.
That was stupid.,그건 멍청했어.
Is there a pharmacy nearby?,이 근처에 약국 있어요?
Five times seven is thirty-five.,5 곱하기 7은 35다.
Tom reassured Mary.,톰은 메리를 안심시켰다.
This is how I did it.,이게 내가 한 방법이다.
Tom pondered his next move.,톰은 다음 행동을 곰곰이 생각했어.
Got it?,알겠어?
It's Tom's favorite French word.,이건 톰이 가장 좋아하는 프랑스 단어야.
